ticket_id,account_contact,ticket_status,ticket_priority,first_response_time,time_to_resolution,customer_satisfaction_rating
2193,emily50@example.net,Pending Customer Response,Medium,2023-06-01 02:51:16,,
2194,adamhenry@example.com,Closed,Medium,2023-06-01 08:51:17,2023-06-01 18:16:17,5.0
2195,leblancjacqueline@example.com,Open,Critical,,,
2196,haileyblanchard@example.net,Pending Customer Response,Critical,2023-06-01 15:24:20,,
2197,mike85@example.net,Pending Customer Response,Medium,2023-06-01 09:31:20,,
2198,connieali@example.com,Closed,Low,2023-06-01 00:27:22,2023-06-01 06:56:22,4.0
2199,moralesjeffrey@example.net,Open,Critical,,,
2200,peter06@example.net,Closed,Medium,2023-06-01 21:12:25,2023-06-01 01:38:25,3.0
2201,sophiawolf@example.com,Pending Customer Response,Critical,2023-06-01 19:16:27,,
2202,douglassmith@example.com,Pending Customer Response,Low,2023-06-01 08:55:28,,
2203,tammy01@example.net,Closed,Medium,2023-06-01 08:54:30,2023-06-01 20:24:30,4.0
2204,katherinecross@example.net,Open,Critical,,,
2205,smithshane@example.net,Open,Medium,,,
2206,austin82@example.com,Pending Customer Response,High,2023-06-01 12:26:35,,
2207,msmith@example.net,Closed,Medium,2023-06-01 22:13:37,2023-06-01 10:29:37,4.0
2208,ryan06@example.net,Closed,Medium,2023-06-01 17:46:39,2023-06-01 13:41:39,2.0
2209,jjackson@example.com,Pending Customer Response,Low,2023-06-01 21:59:40,,
2210,jonathandavis@example.net,Pending Customer Response,Medium,2023-06-01 04:17:41,,
2211,ujohnson@example.org,Pending Customer Response,Medium,2023-06-01 10:30:43,,
2212,nicholasmorris@example.org,Closed,High,2023-06-01 11:29:44,2023-06-01 17:40:44,3.0
2213,howealicia@example.org,Open,High,,,
2214,zjackson@example.org,Open,Medium,,,
2215,william84@example.net,Open,Critical,,,
2216,piercedawn@example.net,Closed,High,2023-06-01 14:02:49,2023-05-31 22:39:49,3.0
2217,asmith@example.com,Closed,Critical,2023-06-01 09:08:51,2023-06-01 16:28:51,5.0
2218,erikcarey@example.org,Open,Critical,,,
2219,scottwheeler@example.net,Open,High,,,
2220,bryan03@example.com,Pending Customer Response,Medium,2023-06-01 11:14:54,,
2221,peckvalerie@example.org,Open,Low,,,
2222,suzannegarrett@example.com,Closed,High,2023-06-01 00:33:57,2023-06-01 17:43:57,1.0
2223,john19@example.org,Closed,High,2023-06-01 16:05:58,2023-06-01 04:09:58,3.0
2224,sandra78@example.com,Pending Customer Response,Critical,2023-06-01 17:47:59,,
2225,gduncan@example.org,Pending Customer Response,Critical,2023-06-01 08:55:01,,
2226,kristinramirez@example.net,Closed,Critical,2023-06-01 07:30:03,2023-06-01 10:21:03,5.0
2227,chris83@example.org,Closed,Low,2023-06-01 18:53:04,2023-06-01 11:41:04,4.0
2228,maria70@example.net,Pending Customer Response,Critical,2023-06-01 18:49:05,,
2229,ann20@example.net,Closed,High,2023-06-01 05:26:07,2023-06-01 09:00:07,3.0
2230,fergusonsara@example.org,Closed,Medium,2023-06-01 21:09:09,2023-06-01 07:23:09,4.0
2231,gillsharon@example.org,Open,High,,,
2232,robert31@example.net,Closed,Medium,2023-06-01 18:46:11,2023-06-01 12:24:11,5.0
2233,tgonzalez@example.org,Open,Medium,,,
2234,jensenrandall@example.org,Open,Low,,,
2235,jennifer92@example.org,Open,Critical,,,
2236,matthewreid@example.org,Open,Critical,,,
2237,richardlee@example.org,Closed,Medium,2023-06-01 05:15:19,2023-06-01 21:03:19,3.0
2238,tchang@example.org,Open,High,,,
2239,evillarreal@example.com,Open,High,,,
2240,rstuart@example.com,Pending Customer Response,Low,2023-06-01 22:23:24,,
2241,brianna18@example.com,Pending Customer Response,High,2023-06-01 05:08:26,,
2242,christopher59@example.com,Open,Low,,,
2243,anthonyterry@example.net,Open,Critical,,,
2244,brian26@example.com,Open,Medium,,,
2245,rita53@example.net,Closed,High,2023-06-01 18:42:29,2023-06-01 00:52:29,3.0
2246,vshaw@example.org,Closed,Medium,2023-06-01 10:52:30,2023-06-01 17:34:30,1.0
2247,curryjuan@example.com,Closed,Low,2023-05-31 23:04:32,2023-05-31 22:48:32,5.0
2248,cannonjoshua@example.net,Closed,Critical,2023-06-01 19:48:34,2023-06-01 12:30:34,2.0
2249,lukecastro@example.net,Pending Customer Response,Medium,2023-06-01 19:26:35,,
2250,brittanyhaas@example.net,Closed,Critical,2023-06-01 06:53:36,2023-06-01 10:12:36,4.0
2251,kwolf@example.org,Open,High,,,
2252,robertmcdonald@example.org,Closed,High,2023-06-01 15:16:38,2023-06-01 15:21:38,3.0
2253,myersdaniel@example.org,Closed,High,2023-06-01 15:46:39,2023-06-01 13:42:39,3.0
2254,joelwolfe@example.com,Open,High,,,
2255,ipeterson@example.com,Closed,High,2023-06-01 02:34:43,2023-06-01 17:38:43,3.0
2256,festrada@example.com,Pending Customer Response,Critical,2023-06-01 12:38:44,,
2257,stevenbarr@example.com,Pending Customer Response,High,2023-06-01 11:49:46,,
2258,devinpaul@example.org,Pending Customer Response,High,2023-06-01 19:23:48,,
2259,houstonsamantha@example.net,Pending Customer Response,High,2023-06-01 14:27:49,,
2260,bianca47@example.net,Open,High,,,
2261,zbird@example.net,Open,Low,,,
2262,colleen89@example.net,Closed,Medium,2023-06-01 12:52:54,2023-06-01 12:24:54,3.0
2263,hhawkins@example.net,Closed,High,2023-05-31 22:40:56,2023-06-01 14:00:56,2.0
2264,xfranklin@example.org,Open,Low,,,
2265,imorton@example.com,Pending Customer Response,Low,2023-06-01 14:06:59,,
2266,fowlersue@example.com,Pending Customer Response,Medium,2023-06-01 16:52:01,,
2267,moralesandrew@example.org,Closed,Critical,2023-06-01 06:56:03,2023-06-01 02:18:03,1.0
2268,brandymurphy@example.com,Open,Low,,,
2269,tracymclean@example.com,Pending Customer Response,Medium,2023-06-01 01:30:05,,
2270,amyjones@example.net,Closed,Critical,2023-06-01 09:34:06,2023-06-01 20:18:06,3.0
2271,woodardbrittney@example.com,Pending Customer Response,Critical,2023-06-01 08:26:07,,
2272,mark54@example.org,Closed,Low,2023-06-01 07:18:09,2023-06-01 08:41:09,4.0
2273,ncook@example.org,Pending Customer Response,Low,2023-06-01 03:27:09,,
2274,jgreen@example.org,Closed,Medium,2023-06-01 04:10:11,2023-06-01 07:00:11,1.0
2275,elizabeth14@example.com,Open,Critical,,,
2276,karaball@example.com,Open,Low,,,
2277,stricklandnicholas@example.org,Closed,Low,2023-06-01 15:25:16,2023-06-01 21:35:16,1.0
2278,ayersvirginia@example.com,Pending Customer Response,Low,2023-06-01 17:42:18,,
2279,whiteteresa@example.com,Open,Critical,,,
2280,maria26@example.net,Pending Customer Response,Critical,2023-06-01 10:53:20,,
2281,gwilliams@example.org,Closed,Low,2023-06-01 20:01:22,2023-06-01 01:10:22,2.0
2282,kevin47@example.com,Pending Customer Response,Low,2023-06-01 00:47:23,,
2283,jessicaritter@example.com,Pending Customer Response,Medium,2023-06-01 04:15:25,,
2284,owensjonathan@example.net,Pending Customer Response,Low,2023-06-01 05:58:26,,
2285,ralvarado@example.com,Open,High,,,
2286,adamsgary@example.net,Closed,Critical,2023-06-01 19:42:28,2023-06-01 07:19:28,4.0
2287,lindsey36@example.org,Open,Critical,,,
2288,tsimpson@example.com,Pending Customer Response,Medium,2023-06-01 21:53:30,,
2289,shannon66@example.com,Pending Customer Response,Low,2023-06-01 02:06:31,,
2290,anthony06@example.com,Closed,Critical,2023-06-01 22:11:33,2023-06-01 13:10:33,2.0
2291,johnnymartinez@example.com,Open,Medium,,,
2292,mcox@example.net,Open,Medium,,,
2293,lindseywallace@example.net,Open,Medium,,,
2294,hansonconnie@example.org,Pending Customer Response,Medium,2023-06-01 15:38:38,,
2295,sarahhodges@example.org,Closed,High,2023-06-01 01:12:39,2023-06-01 06:46:39,1.0
2296,melissa30@example.net,Open,Medium,,,
2297,dferguson@example.org,Pending Customer Response,Low,2023-06-01 11:11:43,,
2298,kfox@example.com,Pending Customer Response,Low,2023-06-01 18:47:45,,
2299,david30@example.com,Pending Customer Response,Critical,2023-06-01 01:31:47,,
2300,stewartlaurie@example.com,Pending Customer Response,Medium,2023-06-01 09:06:49,,
2301,sarah75@example.org,Pending Customer Response,Low,2023-06-01 00:32:50,,
2302,fcunningham@example.org,Open,Critical,,,
2303,mccoyashley@example.net,Open,Low,,,
2304,katelyn81@example.net,Pending Customer Response,Critical,2023-06-01 01:23:52,,
2305,debbiemiller@example.com,Open,Medium,,,
2306,prose@example.org,Pending Customer Response,Medium,2023-06-01 14:06:56,,
2307,millsjames@example.org,Closed,Critical,2023-06-01 11:35:57,2023-06-01 07:44:57,3.0
2308,zcarter@example.org,Open,Medium,,,
2309,shahmarcus@example.net,Open,High,,,
2310,nmoreno@example.org,Pending Customer Response,High,2023-06-01 15:55:02,,
2311,rthompson@example.org,Pending Customer Response,Critical,2023-06-01 10:14:03,,
2312,imorrow@example.net,Closed,High,2023-06-01 01:41:05,2023-06-01 20:03:05,1.0
2313,zcarr@example.net,Pending Customer Response,Medium,2023-06-01 22:17:06,,
2314,halljason@example.org,Closed,High,2023-06-01 19:00:06,2023-05-31 23:52:06,3.0
2315,hholmes@example.net,Closed,High,2023-05-31 23:12:08,2023-06-01 07:40:08,1.0
2316,christineadams@example.com,Pending Customer Response,Critical,2023-05-31 22:53:09,,
2317,hallbrett@example.com,Pending Customer Response,Critical,2023-06-01 12:19:10,,
2318,hjohnston@example.com,Open,Low,,,
2319,drodriguez@example.com,Open,Medium,,,
2320,jonestracey@example.com,Open,Medium,,,
2321,jeremyburgess@example.org,Closed,Medium,2023-06-01 13:04:16,2023-06-01 17:41:16,3.0
2322,jamesmorris@example.net,Closed,Medium,2023-06-01 03:35:18,2023-06-01 13:02:18,1.0
2323,nkelley@example.org,Closed,High,2023-06-01 12:50:20,2023-06-01 15:05:20,3.0
2324,erin60@example.net,Closed,Low,2023-06-01 06:44:22,2023-06-01 21:42:22,5.0
2325,rhondarice@example.org,Closed,Low,2023-06-01 19:51:23,2023-06-01 17:05:23,2.0
2326,leelisa@example.net,Pending Customer Response,Medium,2023-06-01 00:04:25,,
2327,jenna22@example.org,Closed,Low,2023-06-01 13:46:27,2023-06-01 02:55:27,3.0
2328,narmstrong@example.com,Open,Medium,,,
2329,valeriebrewer@example.com,Closed,Critical,2023-05-31 23:48:29,2023-06-01 17:52:29,4.0
2330,richardfoster@example.com,Pending Customer Response,Critical,2023-06-01 21:22:30,,
2331,amanda93@example.org,Pending Customer Response,Low,2023-06-01 18:30:32,,
2332,sean00@example.org,Open,Critical,,,
2333,kimberly04@example.net,Open,Critical,,,
2334,arobinson@example.com,Pending Customer Response,Critical,2023-06-01 16:37:36,,
2335,tgomez@example.com,Open,Low,,,
2336,darius23@example.net,Pending Customer Response,Medium,2023-06-01 11:16:38,,
2337,jorge18@example.com,Pending Customer Response,Low,2023-06-01 03:50:40,,
2338,carol86@example.net,Closed,Critical,2023-06-01 10:56:41,2023-06-01 17:14:41,1.0
2339,wendymiller@example.com,Closed,Medium,2023-06-01 17:15:43,2023-06-01 02:59:43,2.0
2340,dcarney@example.net,Pending Customer Response,Low,2023-06-01 10:06:43,,
2341,steeledavid@example.net,Closed,Low,2023-06-01 04:58:45,2023-06-01 21:29:45,3.0
2342,austin44@example.org,Closed,Medium,2023-06-01 17:05:47,2023-06-01 03:08:47,2.0
2343,tammyparker@example.com,Open,Critical,,,
2344,megan17@example.com,Open,Critical,,,
2345,jeffrey58@example.org,Closed,Critical,2023-06-01 10:10:49,2023-06-01 10:33:49,3.0
2346,adamsamber@example.com,Closed,Critical,2023-06-01 22:23:50,2023-05-31 23:43:50,2.0
2347,michaelferguson@example.net,Closed,Low,2023-06-01 16:09:50,2023-06-01 14:15:50,5.0
2348,brandonarcher@example.com,Pending Customer Response,High,2023-05-31 23:55:51,,
2349,nwhite@example.org,Pending Customer Response,Critical,2023-06-01 00:02:53,,
2350,hayley85@example.com,Open,Low,,,
2351,spencer68@example.com,Open,Critical,,,
2352,jacqueline20@example.net,Closed,Medium,2023-06-01 09:32:58,2023-06-01 15:02:58,5.0
2353,xmunoz@example.com,Pending Customer Response,Medium,2023-06-01 09:27:59,,
2354,hbowman@example.org,Open,Medium,,,
2355,david07@example.org,Open,Medium,,,
2356,fuentesjeff@example.net,Pending Customer Response,Low,2023-06-01 15:08:04,,
2357,daniel27@example.net,Pending Customer Response,Low,2023-06-01 11:58:04,,
2358,walshjoseph@example.org,Closed,High,2023-06-01 06:47:05,2023-06-01 01:49:05,5.0
2359,morrisearl@example.com,Closed,Low,2023-06-01 02:25:06,2023-06-01 16:32:06,1.0
2360,iananderson@example.net,Open,Critical,,,
2361,jerry18@example.net,Closed,Medium,2023-06-01 00:15:10,2023-06-01 15:12:10,1.0
2362,carol36@example.com,Closed,Medium,2023-06-01 03:14:12,2023-06-01 00:15:12,3.0
2363,tbrennan@example.org,Closed,Critical,2023-06-01 05:13:13,2023-06-01 14:10:13,1.0
2364,rebeccaparker@example.org,Open,Medium,,,
2365,mariatodd@example.org,Closed,High,2023-06-01 06:55:17,2023-06-01 14:20:17,4.0
2366,millsnicole@example.org,Pending Customer Response,Low,2023-06-01 21:55:17,,
2367,susan07@example.net,Open,Critical,,,
2368,richardgarrison@example.net,Closed,Critical,2023-06-01 05:23:20,2023-06-01 08:18:20,4.0
2369,oscar85@example.net,Pending Customer Response,Low,2023-06-01 09:58:21,,
2370,ijackson@example.org,Pending Customer Response,Low,2023-06-01 21:17:22,,
2371,ryan22@example.org,Open,Critical,,,
2372,fweeks@example.com,Closed,Low,2023-06-01 05:50:26,2023-06-01 17:08:26,2.0
2373,jenningsjamie@example.com,Closed,Medium,2023-06-01 19:46:28,2023-06-01 19:44:28,1.0
2374,riosjustin@example.com,Pending Customer Response,High,2023-06-01 15:13:30,,
2375,zacharysingleton@example.net,Pending Customer Response,High,2023-06-01 00:36:31,,
2376,curtis45@example.net,Open,Medium,,,
2377,zwang@example.org,Open,High,,,
2378,mcgeemarilyn@example.org,Closed,Low,2023-06-01 02:48:34,2023-06-01 21:56:34,2.0
2379,smithdenise@example.net,Closed,Medium,2023-06-01 08:01:35,2023-06-01 10:32:35,2.0
2380,loriromero@example.com,Open,High,,,
2381,derek66@example.net,Pending Customer Response,Low,2023-06-01 06:58:37,,
2382,zacharyturner@example.com,Pending Customer Response,High,2023-06-01 15:27:39,,
2383,kelly42@example.com,Open,Medium,,,
2384,powelljoseph@example.org,Pending Customer Response,Medium,2023-06-01 07:20:42,,
2385,jonathanlopez@example.org,Open,Medium,,,
2386,randybell@example.org,Pending Customer Response,High,2023-06-01 16:44:46,,
2387,cindy50@example.com,Open,Critical,,,
2388,rchoi@example.com,Closed,Medium,2023-06-01 18:27:48,2023-06-01 11:17:48,1.0
2389,wadepeter@example.org,Open,Low,,,
2390,joseph07@example.com,Open,Low,,,
2391,clarkjason@example.org,Closed,Critical,2023-06-01 08:33:54,2023-06-01 10:58:54,1.0
2392,gcole@example.com,Open,High,,,
2393,bakerjonathan@example.com,Closed,Medium,2023-06-01 00:55:56,2023-06-01 02:55:56,4.0
2394,wnelson@example.org,Pending Customer Response,High,2023-06-01 12:26:57,,
2395,ogreene@example.org,Closed,High,2023-05-31 23:22:58,2023-06-01 13:37:58,1.0
2396,justinkrause@example.net,Pending Customer Response,High,2023-06-01 17:58:59,,
2397,mandy15@example.com,Open,Critical,,,
2398,cgray@example.com,Closed,High,2023-06-01 01:46:02,2023-05-31 22:54:02,1.0
2399,blackkathryn@example.org,Open,Critical,,,
2400,john97@example.com,Pending Customer Response,High,2023-05-31 22:50:05,,
2401,lburns@example.com,Open,Critical,,,
2402,jorgealexander@example.net,Closed,Medium,2023-06-01 15:13:07,2023-06-01 15:34:07,2.0
2403,gomezbeth@example.net,Closed,Low,2023-06-01 22:05:09,2023-06-01 20:53:09,2.0
2404,lauren56@example.org,Closed,Low,2023-06-01 12:25:11,2023-05-31 22:48:11,2.0
2405,esparzabrittany@example.com,Pending Customer Response,Low,2023-06-01 19:09:12,,
2406,caitlin38@example.net,Open,Medium,,,
2407,carla19@example.org,Pending Customer Response,Medium,2023-06-01 04:31:14,,
2408,jonathanlee@example.org,Open,Medium,,,
2409,lauracox@example.com,Open,Critical,,,
2410,christinedavidson@example.org,Closed,Low,2023-06-01 01:21:19,2023-06-01 19:30:19,5.0
2411,joannabarnes@example.org,Closed,Critical,2023-05-31 23:00:20,2023-06-01 16:07:20,5.0
2412,jonesrebecca@example.com,Closed,Medium,2023-06-01 14:00:20,2023-06-01 15:30:20,2.0
2413,georgegould@example.com,Closed,High,2023-06-01 01:38:21,2023-06-01 13:41:21,5.0
2414,lance60@example.com,Closed,Critical,2023-06-01 17:51:23,2023-06-01 07:51:23,4.0
2415,sarah66@example.com,Pending Customer Response,Medium,2023-06-01 22:03:25,,
2416,martinezmichelle@example.net,Closed,Low,2023-06-01 05:42:26,2023-06-01 19:36:26,3.0
2417,kimberlyhamilton@example.net,Closed,Medium,2023-06-01 19:28:26,2023-06-01 09:07:26,3.0
2418,katherine81@example.com,Open,High,,,
2419,jennifer31@example.org,Open,Critical,,,
2420,fwilliams@example.net,Pending Customer Response,Low,2023-06-01 05:21:32,,
2421,joshua25@example.net,Closed,Low,2023-06-01 08:44:33,2023-06-01 08:08:33,1.0
2422,afields@example.net,Closed,Critical,2023-06-01 01:59:35,2023-06-01 06:24:35,3.0
2423,shermanrachel@example.com,Open,Medium,,,
2424,qfowler@example.com,Pending Customer Response,Low,2023-06-01 09:37:36,,
2425,samuelbaker@example.org,Pending Customer Response,High,2023-06-01 21:26:38,,
2426,gregoryrobert@example.org,Closed,Critical,2023-06-01 01:12:40,2023-06-01 03:30:40,3.0
2427,brittany10@example.org,Open,Low,,,
2428,johndixon@example.org,Pending Customer Response,Critical,2023-06-01 15:21:42,,
2429,cordovastephanie@example.com,Open,Low,,,
2430,ugardner@example.org,Open,Medium,,,
2431,linda39@example.com,Closed,High,2023-06-01 12:58:46,2023-06-01 03:31:46,3.0
2432,claire07@example.com,Open,Low,,,
2433,wlucas@example.net,Open,Medium,,,
2434,ewhite@example.net,Pending Customer Response,High,2023-06-01 17:48:51,,
2435,cooperchristopher@example.net,Pending Customer Response,Medium,2023-06-01 05:14:53,,
2436,patricia61@example.net,Open,Medium,,,
2437,kbond@example.org,Pending Customer Response,Low,2023-06-01 06:48:56,,
2438,amanda19@example.org,Open,Critical,,,
2439,ffarmer@example.net,Closed,High,2023-06-01 02:10:58,2023-06-01 17:24:58,5.0
2440,vmorris@example.net,Pending Customer Response,Critical,2023-06-01 20:34:58,,
2441,jamesfarley@example.com,Closed,Low,2023-06-01 05:03:00,2023-06-01 01:40:00,3.0
2442,nicolekramer@example.com,Closed,High,2023-06-01 15:46:00,2023-06-01 10:47:00,3.0
2443,jacquelineolsen@example.com,Pending Customer Response,Medium,2023-05-31 23:16:01,,
2444,porterbobby@example.org,Pending Customer Response,Critical,2023-06-01 19:31:03,,
2445,kevinwarren@example.com,Pending Customer Response,Medium,2023-06-01 19:57:05,,
2446,grahamdavid@example.net,Pending Customer Response,Low,2023-06-01 10:55:07,,
2447,dstone@example.com,Open,Medium,,,
2448,bruce97@example.com,Pending Customer Response,Low,2023-06-01 10:24:10,,
2449,nicholaslindsey@example.org,Open,Low,,,
2450,chaynes@example.net,Closed,Low,2023-06-01 07:51:12,2023-06-01 10:21:12,3.0
2451,jsmith@example.com,Open,Critical,,,
2452,shawnjohnson@example.net,Closed,Low,2023-06-01 18:26:15,2023-06-01 08:54:15,3.0
2453,bakerclayton@example.org,Pending Customer Response,Medium,2023-06-01 05:02:16,,
2454,harrisbrianna@example.org,Closed,High,2023-06-01 05:34:17,2023-06-01 02:03:17,2.0
2455,campbellsonya@example.com,Open,Low,,,
2456,josephellis@example.com,Closed,Low,2023-06-01 19:11:19,2023-06-01 16:29:19,4.0
2457,james90@example.net,Open,Critical,,,
2458,angeljohnson@example.org,Open,Low,,,
2459,hardyjessica@example.net,Pending Customer Response,Low,2023-06-01 04:07:25,,
2460,guerreroandrew@example.org,Pending Customer Response,Critical,2023-06-01 08:05:26,,
2461,claydonna@example.org,Closed,Low,2023-06-01 16:35:28,2023-05-31 23:42:28,1.0
2462,kenneth45@example.net,Pending Customer Response,Medium,2023-06-01 00:26:30,,
2463,kathyvega@example.org,Pending Customer Response,Medium,2023-06-01 15:57:31,,
2464,michaelramirez@example.com,Pending Customer Response,Low,2023-06-01 22:27:32,,
2465,dunlapkathy@example.org,Closed,Critical,2023-06-01 05:04:33,2023-06-01 13:49:33,5.0
2466,pgarrett@example.net,Closed,Critical,2023-06-01 09:18:35,2023-06-01 04:08:35,3.0
2467,meghan62@example.net,Closed,Medium,2023-06-01 04:39:37,2023-06-01 18:26:37,1.0
2468,jessica75@example.com,Closed,Critical,2023-06-01 03:05:38,2023-06-01 01:02:38,3.0
2469,kristina31@example.org,Open,Low,,,
2470,berryjack@example.org,Closed,Critical,2023-06-01 11:40:41,2023-06-01 17:10:41,4.0
2471,debra38@example.org,Closed,Low,2023-06-01 04:18:42,2023-06-01 15:43:42,1.0
2472,tanyastephens@example.org,Closed,Medium,2023-05-31 23:18:44,2023-06-01 01:25:44,3.0
2473,angelcastro@example.org,Closed,High,2023-06-01 15:08:46,2023-06-01 15:34:46,4.0
2474,kayla05@example.net,Closed,Medium,2023-06-01 07:55:47,2023-06-01 18:11:47,4.0
2475,wwinters@example.com,Pending Customer Response,High,2023-06-01 06:05:48,,
2476,enicholson@example.com,Open,Low,,,
2477,brandymorgan@example.net,Closed,High,2023-06-01 04:00:52,2023-06-01 21:56:52,2.0
2478,cflowers@example.net,Pending Customer Response,Low,2023-06-01 07:20:54,,
2479,gperry@example.org,Closed,Medium,2023-06-01 01:44:56,2023-06-01 06:23:56,3.0
2480,dana27@example.net,Pending Customer Response,Low,2023-06-01 01:02:58,,
2481,katie51@example.com,Open,Critical,,,
2482,morrisjeff@example.com,Pending Customer Response,Critical,2023-06-01 05:54:00,,
2483,tanya25@example.com,Pending Customer Response,Critical,2023-06-01 08:44:02,,
2484,eric45@example.net,Pending Customer Response,Medium,2023-06-01 11:28:03,,
2485,lawrencecharles@example.com,Pending Customer Response,Medium,2023-06-01 12:57:04,,
2486,williamsjonathan@example.com,Closed,High,2023-06-01 04:02:06,2023-06-01 07:44:06,2.0
2487,james91@example.org,Open,Medium,,,
2488,carlos79@example.org,Closed,Low,2023-06-01 17:27:08,2023-06-01 02:30:08,4.0
2489,justinperez@example.org,Closed,Critical,2023-06-01 14:01:10,2023-06-01 01:18:10,1.0
2490,sgonzalez@example.net,Pending Customer Response,Critical,2023-06-01 13:45:11,,
2491,jonesvalerie@example.net,Pending Customer Response,High,2023-06-01 03:56:12,,
2492,javier44@example.com,Closed,Medium,2023-06-01 17:56:14,2023-06-01 05:50:14,1.0
2493,toniward@example.net,Closed,Critical,2023-06-01 01:20:16,2023-06-01 17:00:16,2.0
2494,taylorstephen@example.com,Open,Medium,,,
2495,brettgarcia@example.com,Pending Customer Response,Critical,2023-06-01 20:19:19,,
2496,rileyjordan@example.com,Pending Customer Response,Low,2023-05-31 22:44:21,,
2497,whitejimmy@example.org,Pending Customer Response,Medium,2023-06-01 12:10:23,,
2498,riveramichael@example.com,Pending Customer Response,Low,2023-06-01 04:28:24,,
2499,thompsondavid@example.org,Pending Customer Response,Medium,2023-06-01 13:51:26,,
2500,juan08@example.org,Open,High,,,
2501,torressierra@example.net,Open,Low,,,
2502,lisawhite@example.com,Pending Customer Response,Low,2023-06-01 10:18:29,,
2503,lturner@example.org,Open,Low,,,
2504,fdavis@example.net,Pending Customer Response,Low,2023-06-01 04:21:33,,
2505,bridgetrussell@example.org,Open,Low,,,
2506,joshuaturner@example.net,Pending Customer Response,High,2023-06-01 21:16:36,,
2507,jdavis@example.org,Closed,High,2023-06-01 01:53:38,2023-06-01 20:23:38,3.0
2508,christopherpeterson@example.com,Open,High,,,
2509,myersscott@example.net,Open,Critical,,,
2510,bhill@example.org,Open,Critical,,,
2511,monicaadams@example.com,Open,Medium,,,
2512,jpittman@example.org,Pending Customer Response,Low,2023-06-01 04:53:43,,
2513,sandersadam@example.org,Open,Critical,,,
2514,markdonaldson@example.org,Pending Customer Response,Medium,2023-06-01 22:14:46,,
2515,bmartinez@example.net,Pending Customer Response,High,2023-06-01 15:50:47,,
2516,sjackson@example.com,Pending Customer Response,Low,2023-06-01 09:57:49,,
2517,stephanie90@example.com,Closed,Low,2023-06-01 16:52:50,2023-06-01 15:51:50,1.0
2518,kurt94@example.net,Closed,Medium,2023-06-01 13:24:51,2023-06-01 05:09:51,3.0
2519,qhughes@example.org,Open,Medium,,,
2520,lindamoore@example.net,Pending Customer Response,Critical,2023-06-01 08:10:52,,
2521,michael66@example.org,Pending Customer Response,Low,2023-06-01 09:04:54,,
2522,obrienlaura@example.org,Pending Customer Response,Medium,2023-06-01 08:31:55,,
2523,samantha74@example.org,Closed,Low,2023-06-01 10:31:56,2023-06-01 20:44:56,4.0
2524,gibsoncarl@example.org,Pending Customer Response,Medium,2023-06-01 15:36:57,,
2525,jackrodriguez@example.com,Pending Customer Response,High,2023-06-01 02:40:57,,
2526,jonathanbranch@example.org,Open,High,,,
2527,juarezrandy@example.org,Pending Customer Response,Medium,2023-06-01 15:05:00,,
2528,sarah55@example.net,Pending Customer Response,Low,2023-06-01 12:59:02,,
2529,tony76@example.org,Pending Customer Response,Medium,2023-06-01 11:09:04,,
2530,scottbrennan@example.com,Closed,Critical,2023-06-01 18:54:06,2023-06-01 20:25:06,1.0
2531,jameswhite@example.net,Open,Medium,,,
2532,flewis@example.org,Closed,Critical,2023-06-01 02:59:09,2023-06-01 03:27:09,5.0
2533,mross@example.com,Open,Low,,,
2534,harrisjason@example.net,Closed,Low,2023-06-01 15:04:12,2023-06-01 17:17:12,1.0
2535,blanchardcatherine@example.net,Open,Critical,,,
2536,vaughanchristopher@example.org,Closed,Critical,2023-06-01 07:46:15,2023-06-01 04:57:15,4.0
2537,tamiadkins@example.com,Open,Medium,,,
2538,hmcdonald@example.org,Pending Customer Response,High,2023-06-01 20:18:17,,
2539,garyjackson@example.com,Open,Medium,,,
2540,teresaevans@example.org,Closed,Critical,2023-06-01 00:10:20,2023-05-31 22:51:20,4.0
2541,melissa31@example.org,Closed,Low,2023-06-01 05:03:22,2023-06-01 03:04:22,4.0
2542,qadams@example.net,Pending Customer Response,High,2023-06-01 20:26:23,,
2543,carterdestiny@example.net,Pending Customer Response,Medium,2023-06-01 18:04:24,,
2544,steven13@example.com,Pending Customer Response,Medium,2023-06-01 07:25:25,,
2545,jessica86@example.net,Closed,Critical,2023-06-01 17:13:26,2023-06-01 06:36:26,2.0
2546,kimberlymartin@example.org,Pending Customer Response,Medium,2023-05-31 22:55:28,,
2547,lewisroy@example.org,Open,Low,,,
2548,cbrown@example.net,Closed,High,2023-06-01 15:04:31,2023-06-01 13:23:31,3.0
2549,ojohnson@example.com,Closed,Low,2023-06-01 01:00:33,2023-06-01 10:09:33,5.0
2550,dustin30@example.org,Open,Critical,,,
2551,bryantjessica@example.com,Pending Customer Response,Low,2023-06-01 02:42:37,,
2552,apaul@example.com,Pending Customer Response,Critical,2023-06-01 09:18:39,,
2553,zfriedman@example.org,Open,Low,,,
2554,royjeanette@example.org,Pending Customer Response,Critical,2023-06-01 20:29:41,,
2555,egross@example.org,Closed,Critical,2023-06-01 21:09:43,2023-06-01 10:20:43,5.0
2556,christopher42@example.net,Closed,High,2023-06-01 02:39:44,2023-06-01 01:22:44,5.0
2557,jacksondaniel@example.com,Closed,High,2023-06-01 16:40:46,2023-06-01 06:34:46,3.0
2558,vallen@example.com,Pending Customer Response,Critical,2023-06-01 07:15:48,,
2559,kristinburton@example.com,Open,Critical,,,
